hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,GRD
101100,103,15,33096006,18779664,16656.0,1376346.0,14595.0,2866.0,0.8187
102100,203,1,48149827,18335678,18384.0,1176255.0,19959.0,51314.0,0.8208
103100,303,3,59550135,40618830,20108.0,1900761.0,14591.0,0.0,0.9341
103101,304,3,22271985,10462555,9886.0,734515.0,5416.0,0.0,0.7165
104100,403,3,29308286,15909323,12012.0,820547.0,11247.0,0.0,0.7814
105100,503,4,31704043,23537658,13029.0,1115200.0,17421.0,0.0,0.9455
105101,504,4,33726087,23945032,13482.0,956702.0,15313.0,0.0,1.0075
105102,505,4,23035768,10912014,8967.0,1027013.0,11866.0,0.0,0.737
106100,603,5,50823380,29480956,18991.0,1442499.0,15979.0,0.0,1.0091
106102,607,5,12988790,5916748,5491.0,854640.0,4167.0,0.0,1.1063
106103,604,5,13594411,7903548,7717.0,623326.0,4750.0,0.0,0.7063
107100,703,5,56341420,44804928,19800.0,1915631.0,17706.0,0.0,1.1896
107101,704,5,20265726,11990646,9544.0,1138302.0,10963.0,0.0,0.7682
107102,705,5,17755025,7942737,7308.0,513037.0,7195.0,1199.0,0.7562
108100,803,5,18321076,8441600,11046.0,737153.0,12069.0,0.0,0.8393
108101,804,5,14760076,8219998,9086.0,545091.0,11357.0,0.0,0.8524
109100,2606,13,60220897,31864397,25782.0,4327433.0,47073.0,0.0,0.8445
109101,2605,13,29858170,13230710,9200.0,673949.0,7364.0,0.0,1.1086
110100,2709,13,58409027,52464325,23384.0,4575256.0,24699.0,217.0,1.0892
110120,2708,13,41107526,28385369,16624.0,1540274.0,15655.0,10486.0,0.8222
110150,2705,13,14884966,6319227,7021.0,594604.0,6194.0,751.0,0.6361
111100,2404,13,64704125,53869855,26118.0,2845004.29,19093.0,4573.0,0.8856
111101,2406,13,48981010,30607028,17036.0,2381395.0,13623.0,3341.0,0.9354
111195,2405,13,41149818,21824619,8373.0,1084463.0,8887.0,4564.0,1.3227
112100,2306,13,41885329,63181870,12280.0,2336677.0,21021.0,0.0,1.2234
112101,2305,13,24161099,12165326,15626.0,91011.0,9237.0,0.0,0.7481
112102,2304,13,26886689,22793960,8424.0,944515.0,7936.0,0.0,1.4183
112103,2303,13,13648294,19718996,5435.0,540289.0,2136.0,0.0,1.7826
112104,2308,13,12640461,9916206,4187.0,283780.0,3868.0,0.0,1.6807
113100,2503,13,68663139,52793207,30782.0,4236798.0,28756.0,5343.0,0.9512
113130,2505,13,23868530,11773345,7330.0,457337.0,4958.0,924.0,1.0191
113180,2508,13,28623582,13283992,14832.0,1396495.0,11836.0,0.0,0.796
114101,2805,13,97968222,62695099,38861.0,3295406.0,38182.0,0.0,0.9563
114103,3001,13,40922016,23110923,18737.0,2241406.0,11809.0,690.0,0.7427
115100,903,6,59679307,37082080,22071.0,2218033.0,26122.0,5704.0,0.9982
115107,9010,6,14738515,11084811,8976.0,668229.0,8152.0,0.0,0.8146
116100,1003,7,25742524,22021788,14963.0,2262302.0,17234.0,1369.0,0.812
116105,1008,7,63715817,35954548,26418.0,3404298.0,24221.0,0.0,1.0467
116108,10011,7,21738313,11256671,13588.0,1161762.0,12145.0,0.0,0.7918
117101,1103,16,47918047,27187163,19258.0,2016991.0,22833.0,726.0,0.8658
117102,1104,16,13600994,6762007,7388.0,868304.0,8176.0,11874.0,0.7031
118100,1203,8,93791642,61306097,32330.0,4228284.0,28179.0,46584.0,1.1105
118105,1205,8,12908784,3846210,6746.0,715562.0,5519.0,13781.0,0.6167
119100,1303,8,48252009,35389470,20774.0,2357325.0,22252.0,0.0,0.9647
120101,1405,8,3643169,1543471,26551.0,2817485.0,22738.0,2788.0,0.8994
121109,17016,9,69850033,61398923,30380.0,2713382.0,24606.0,5415.0,1.058
122100,1803,14,44718404,38586618,20353.0,2168835.0,18391.0,3297.0,0.9587
123100,1903,10,41653613,22669638,15965.0,1987161.0,17620.0,0.0,0.8574
124105,20011,10,65400636,44831789,22652.0,2066868.0,21710.0,42228.0,0.959
125100,2107,11,31633831,14033033,9154.0,1024328.0,5647.0,0.0,0.8564
126100,2205,12,38877720,22044809,11802.0,889835.0,9491.0,0.0,0.9745
129100,1603,9,15816219,5393345,7750.0,509136.0,6072.0,4855.0,0.6758
129106,1604,9,16043137,6678198,7311.0,557321.0,5355.0,2882.0,0.7645
133150,3302,10,21582755,7575461,7248.0,627059.0,7864.0,1426.0,0.8151
