hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,GRD
101100,103,15,19779705,10982608,15196,915532.0,10576.0,2885.0,0.7313
102100,203,1,27881106,15394204,16453,847461.0,12945.0,2199.0,0.762
103100,303,3,29969438,15065061,17785,980303.0,14840.0,0.0,0.8336
103101,304,3,11358890,3408115,7782,428208.0,3083.0,0.0,0.6249
104100,403,3,17876433,11031162,11483,544843.0,8405.0,0.0,0.7375
105100,503,4,17866865,13789596,14935,1184727.0,14191.0,0.0,0.8344
105101,504,4,19796143,13948297,14699,724991.0,17247.0,0.0,0.9051
105102,505,4,11496479,5926447,9760,614435.0,8660.0,0.0,0.6498
106100,603,5,33488100,20783099,25973,1137232.0,15751.0,0.0,0.9198
106102,607,5,8286791,4369250,5647,1609247.0,3584.0,0.0,0.9779
106103,604,5,8692940,5097645,9313,513761.0,4812.0,0.0,0.6384
107100,703,5,33677672,29614260,21171,1913659.0,14880.0,0.0,1.0988
107101,704,5,12084109,7848501,11190,1236123.0,9610.0,0.0,0.7166
107102,705,5,10378035,4741308,7311,464691.0,6520.0,0.0,0.6471
108100,803,5,11765441,5672000,11948,558114.0,11637.0,0.0,0.7715
108101,804,5,9317995,4600524,9671,519487.0,9484.0,0.0,0.7003
109100,2606,13,36250582,29896273,28204,3611204.0,42799.0,0.0,0.7493
109101,2605,13,20226433,9119011,8319,514832.0,8166.0,0.0,1.0343
109102,2608,13,8557075,4311417,2615,22631.0,0.0,0.0,
109103,2607,13,6557541,6821145,2605,268400.9,1918.0,0.0,
110100,2709,13,35301774,35296769,23428,3398522.0,21160.0,32.0,0.972
110110,27010,13,5362731,5936025,3596,226518.0,7813.0,0.0,
110120,2708,13,23369931,15524731,15134,894463.0,13727.0,0.0,0.7544
110150,2705,13,8015688,4248971,7296,424769.0,5976.0,231.0,0.5941
111100,2404,13,40032564,36260229,23979,2575706.0,16491.0,5979.0,0.8623
111101,2406,13,19066734,15565728,7162,233350.0,4634.0,114.0,0.7419
111195,2405,13,30860242,15144001,8450,790304.0,8767.0,3944.0,1.156
112100,2306,13,27201643,39817772,16796,2072193.0,15763.0,0.0,1.139
112101,2305,13,14654696,10264670,17950,72772.0,8794.0,0.0,0.707
112102,2304,13,17279946,19458379,9129,891576.0,9851.0,0.0,1.2133
112103,2303,13,8552125,12167125,4409,434248.0,1762.0,0.0,1.7111
112104,2308,13,8477152,7902159,3862,176486.0,2922.0,0.0,1.759
112105,2309,13,2126196,1105545,2973,3806.0,4.0,0.0,
112106,2307,13,2660008,911812,1037,618.0,0.0,0.0,
113100,2503,13,46555512,33283909,27139,3094460.0,23625.0,6564.0,0.9179
113130,2505,13,13113697,6688299,7424,327768.0,7496.0,0.0,1.0307
113180,2508,13,17687095,9572895,16236,1065814.0,11299.0,0.0,0.6947
114101,2805,13,56699128,36817702,45626,2765699.0,33831.0,9232.0,0.8965
114103,3001,13,24929729,16389881,19908,1767946.0,11327.0,1269.0,0.6996
114105,2807,13,19726371,15300928,5275,649642.0,4112.0,2376.0,
115100,903,6,30347442,22741549,17920,1452878.0,17391.0,3268.0,0.9524
115107,9010,6,9245299,5289093,9027,351508.0,7417.0,0.0,0.6898
116100,1003,7,16081403,8928871,14146,1786150.0,13499.0,21757.0,0.7573
116105,1008,7,31177264,20887263,19192,2277376.0,15533.0,0.0,0.9335
116108,10011,7,13903689,6293421,14504,804990.0,12771.0,4023.0,0.7113
117101,1103,16,28735464,16902304,21057,1484690.0,18859.0,0.0,0.7826
117102,1104,16,7668872,3162510,6534,350188.0,6055.0,0.0,0.658
118100,1203,8,55487227,37066446,34321,3320798.0,25498.0,6269.0,0.9297
118105,1205,8,8200509,2344199,7583,511082.0,5629.0,13921.0,0.5621
118106,1206,8,6288824,2134860,4879,348575.0,2457.0,10908.0,
119100,1303,8,29827847,23901859,22611,1666541.0,17659.0,0.0,0.8561
119101,1304,8,5466781,1582529,3852,376481.0,3754.0,5343.0,
120101,1405,8,32362178,23293753,25379,1990832.0,17363.0,0.0,0.7355
121109,17016,9,44373041,34521992,35000,3129489.0,20787.0,4470.0,0.9018
122100,1803,14,29390236,19357425,20575,1847927.0,19269.0,1746.0,0.8414
123100,1903,10,26647630,14705748,16667,1300333.0,16123.0,0.0,0.7894
124105,20011,10,32068330,21406747,20044,1279006.0,13396.0,0.0,0.8256
125100,2107,11,19606460,9216381,8706,923349.0,5385.0,0.0,0.8206
126100,2205,12,23263245,11833050,11924,622377.0,8157.0,0.0,0.7861
129100,1603,9,9588953,3670300,7804,338764.0,5123.0,0.0,0.6218
129106,1604,9,10360750,4029868,7323,349343.0,5241.0,0.0,0.6693
133150,3302,10,12403286,4197152,7079,388675.0,5891.0,3608.0,0.7484
